"title","video","category","age"
"男孩们（女孩们）","jichu085","跟我学英语","7—9"
"下午好！你好吗？再见！","jichu086","跟我学英语","7—9"
"准备好了吗？指一指吧","jichu087","跟我学英语","7—9"
"闭着眼睛指家具","jichu088","跟我学英语","7—9"
"Role Play:和西游记人物打招呼","jichu089","跟我学英语","7—9"
"它是白色的","jichu090","跟我学英语","7—9"
"根据颜色找出卡片","jichu091","跟我学英语","7—9"
"它是什么颜色？它是红色的","jichu092","跟我学英语","7—9"
"看！一只橙色的狗","jichu093","跟我学英语","7—9"
"这是一个蓝色的书包","jichu094","跟我学英语","7—9"
"蓝色加黄色是什么颜色？","jichu095","跟我学英语","7—9"
"一只红色的猫","jichu096","跟我学英语","7—9"
"看！这是一只蓝猫！","jichu097","跟我学英语","7—9"
"识别一下脸谱上的颜色","jichu098","跟我学英语","7—9"
"这是我们的教室","jichu099","跟我学英语","7—9"
"看！这是什么？","jichu100","跟我学英语","7—9"
"它是红色的吗？","jichu101","跟我学英语","7—9"
"它是一只猴子吗？","jichu102","跟我学英语","7—9"
"来，数一数","jichu103","跟我学英语","7—9"
"包含各种颜色的歌曲","jichu104","跟我学英语","7—9"
"你能说出多少词语？","jichu105","跟我学英语","7—9"
"盼盼，你几岁了？","jichu106","跟我学英语","7—9"
"你叫什么名字？几岁了？","jichu107","跟我学英语","7—9"
"我6岁了","jichu108","跟我学英语","7—9"
"生日快乐！","jichu109","跟我学英语","7—9"
"我7岁了，我会好好学习的！","jichu110","跟我学英语","7—9"
"大家好！这是我妈妈。","jichu111","跟我学英语","7—9"
"介绍家庭成员的歌曲","jichu112","跟我学英语","7—9"
"他是一个老师","jichu113","跟我学英语","7—9"
"这是我爸爸，他是一个警察","jichu114","跟我学英语","7—9"
"猜一猜：书在哪里？","jichu115","跟我学英语","7—9"
"桌子下是什么？","jichu116","跟我学英语","7—9"
"小熊在床上","jichu117","跟我学英语","7—9"
"钢笔在哪儿？","jichu118","跟我学英语","7—9"
"白色的帽子在哪儿？","jichu119","跟我学英语","7—9"
"毛绒玩具在哪儿？","jichu120","跟我学英语","7—9"
"绿色的铅笔在哪儿？","jichu121","跟我学英语","7—9"
"橙色的书在哪儿？","jichu122","跟我学英语","7—9"
"Role Play:双簧表演","jichu123","跟我学英语","7—9"
"这是我的头","jichu124","跟我学英语","7—9"
"看！这是Jack,这是他的头","jichu125","跟我学英语","7—9"
"它们是什么？","jichu126","跟我学英语","7—9"
"这是什么动物？","jichu127","跟我学英语","7—9"
"他们是什么？","jichu128","跟我学英语","7—9"
"它们又胖又小","jichu129","跟我学英语","7—9"
"这些蛇很长","jichu130","跟我学英语","7—9"
"动物园里的动物","jichu131","跟我学英语","7—9"
"床上有一双袜子","jichu132","跟我学英语","7—9"
"这儿有一件衬衫","jichu133","跟我学英语","7—9"
"看！椅子下有一只白猫","jichu134","跟我学英语","7—9"
"我喜欢猫咪","jichu135","跟我学英语","7—9"
"我喜欢足球","jichu136","跟我学英语","7—9"
"我们来玩乒乓球吧！","jichu138","跟我学英语","7—9"
"我们来玩篮球吧！","jichu139","跟我学英语","7—9"
"我们游泳吧！","jichu140","跟我学英语","7—9"
