"vid","title","nid","category","age","文件"
" hb56_play_11","秋天的叶子","4358","早教乐乐园","4-6岁"," hb56_play_11.flv"
" hb56_play_12","圣诞愿望","4359","早教乐乐园","4-6岁"," hb56_play_12.flv"
"jichu001","好的","5193","跟我学英语","4-6岁",
"jichu002","你好","5194","跟我学英语","4-6岁",
"jichu003","再见","5195","跟我学英语","4-6岁",
"jichu004","你好吗（1）","5196","跟我学英语","4-6岁",
"jichu005","你好吗（2）","5197","跟我学英语","4-6岁",
"jichu006","你好吗（3）","5198","跟我学英语","4-6岁",
"jichu007","你好，我是露西","5199","跟我学英语","4-6岁",
"jichu008","你叫什么名字（1）","5200","跟我学英语","4-6岁",
"jichu009","你叫什么名字（2）","5201","跟我学英语","4-6岁",
"jichu010","Role Play：打招呼和自我介绍Role Play：打招呼和自我介绍","5202","跟我学英语","4-6岁",
"jichu011","早上好","5203","跟我学英语","4-6岁",
"jichu012","下午好","5204","跟我学英语","4-6岁",
"jichu013","我是男(女)孩","5205","跟我学英语","4-6岁",
"jichu014","Role Play：男孩和女孩","5206","跟我学英语","4-6岁",
"jichu015","指一指桌子在哪儿","5207","跟我学英语","4-6岁",
"jichu016","指一指门在哪儿","5208","跟我学英语","4-6岁",
"jichu017","指一指窗户在哪儿","5209","跟我学英语","4-6岁",
"jichu018","这是什么颜色（1）","5210","跟我学英语","4-6岁",
"jichu019","这是什么颜色（2）","5211","跟我学英语","4-6岁",
"jichu020","这是什么，那是什么（1）","5212","跟我学英语","4-6岁",
"jichu021","这是什么，那是什么（2）","5213","跟我学英语","4-6岁",
"jichu022","这是什么，那是什么（3）","5214","跟我学英语","4-6岁",
"jichu023","这是什么，那是什么（4）","5215","跟我学英语","4-6岁",
"jichu024","Role Play：这是什么？","5216","跟我学英语","4-6岁",
"jichu025","这是一个橡皮","5217","跟我学英语","4-6岁",
"jichu026","这是一只猴子吗？","5218","跟我学英语","4-6岁",
"jichu027","这是精卫，她是女孩","5219","跟我学英语","4-6岁",
"jichu028","Smart先生是医生","5220","跟我学英语","4-6岁",
"jichu029","她是老师","5221","跟我学英语","4-6岁",
"jichu030","这是我的家人","5222","跟我学英语","4-6岁",
"jichu031","Jack是一名警察","5223","跟我学英语","4-6岁",
"jichu032","书包在哪儿？","5224","跟我学英语","4-6岁",
"jichu033","铅笔在哪儿？","5225","跟我学英语","4-6岁",
"jichu034","猫咪在哪儿？","5226","跟我学英语","4-6岁",
"jichu035","Role Play：铅笔在哪里？","5227","跟我学英语","4-6岁",
"jichu036","猫咪在床下吗？","5228","跟我学英语","4-6岁",
"jichu037","铅笔在书下吗？","5229","跟我学英语","4-6岁",
"jichu038","书在椅子上","5230","跟我学英语","4-6岁",
"jichu039","猴子在树下","5231","跟我学英语","4-6岁",
"jichu040","用手指向你的眼睛","5232","跟我学英语","4-6岁",
"jichu041","这是我的脸","5233","跟我学英语","4-6岁",
"jichu042","这是她的眼睛","5234","跟我学英语","4-6岁",
"jichu043","Role Play：摸摸你的脸","5235","跟我学英语","4-6岁",
"jichu044","Role Play：指指它的腿","5236","跟我学英语","4-6岁",
"jichu045","它们是什么动物（1）","5237","跟我学英语","4-6岁",
"jichu046","它们是什么动物（2）","5238","跟我学英语","4-6岁",
"jichu047","它的耳朵大","5239","跟我学英语","4-6岁",
"jichu048","它们是瘦瘦的猴子","5240","跟我学英语","4-6岁",
"jichu049","它们是高高的长颈鹿","5241","跟我学英语","4-6岁",
"jichu050","它们是长长的蛇","5242","跟我学英语","4-6岁",
"jichu051","你看，猴子可爱吗？","5243","跟我学英语","4-6岁",
"jichu052","你看,老虎胖吗？","5244","跟我学英语","4-6岁",
"jichu053","Role Play：猜动物","5245","跟我学英语","4-6岁",
"jichu054","它们是可爱的小狗","5246","跟我学英语","4-6岁",
"jichu055","树上有一只猫","5247","跟我学英语","4-6岁",
"jichu056","盒子里有一只球","5248","跟我学英语","4-6岁",
"jichu057","树上有两只猴子","5249","跟我学英语","4-6岁",
"jichu058","图中有一个男孩","5250","跟我学英语","4-6岁",
"jichu059","图中有三只老虎","5251","跟我学英语","4-6岁",
"jichu060","图中有五匹白马","5252","跟我学英语","4-6岁",
"jichu061","那边有一双鞋","5253","跟我学英语","4-6岁",
"jichu062","他有一条绿色的短裤","5254","跟我学英语","4-6岁",
"jichu063","椅子上有一只白猫","5255","跟我学英语","4-6岁",
"jichu064","盒子里有三只铅笔","5256","跟我学英语","4-6岁",
"jichu065","戴上帽子","5257","跟我学英语","4-6岁",
"jichu066","喜欢的动物","5258","跟我学英语","4-6岁",
"jichu067","喜欢的颜色","5259","跟我学英语","4-6岁",
"jichu068","喜欢的运动","5260","跟我学英语","4-6岁",
"jichu069","我喜欢足球","5261","跟我学英语","4-6岁",
"jichu070","最喜欢的运动（1）","5262","跟我学英语","4-6岁",
"jichu071","最喜欢的运动（2）","5263","跟我学英语","4-6岁",
"jichu072","我喜欢的运动","5264","跟我学英语","4-6岁",
"jichu073","你最喜欢什么动物？","5265","跟我学英语","4-6岁",
"jichu074","我们踢足球吧","5266","跟我学英语","4-6岁",
"jichu075","我们去游泳吧","5267","跟我学英语","4-6岁",
"jichu076","我们去唱歌吧","5268","跟我学英语","4-6岁",
"jichu077","我们画老虎吧","5269","跟我学英语","4-6岁",
"jichu078","我们去打乒乓球吧","5270","跟我学英语","4-6岁",
"jichu079","我们去打篮球吧","5271","跟我学英语","4-6岁",
"jichu080","我们跳舞吧","5272","跟我学英语","4-6岁",
"jichu081","我们唱歌吧","5273","跟我学英语","4-6岁",
"jichu082","我们去动物园吧","5274","跟我学英语","4-6岁",
"jichu083","我最喜欢熊猫","5275","跟我学英语","4-6岁",
"caihong001","我有一只宠物","5276","彩虹英语","7-9岁",
"caihong002","你有一只猫吗？","5277","彩虹英语","7-9岁",
"caihong003","复习：我的宠物","5278","彩虹英语","7-9岁",
"caihong004","你要上什么课？","5279","彩虹英语","7-9岁",
"caihong005","我们早上有美术课","5280","彩虹英语","7-9岁",
"caihong006","复习：我的课程","5281","彩虹英语","7-9岁",
"caihong007","今天天气怎么样（1）","5282","彩虹英语","7-9岁",
"caihong008","今天天气怎么样（2）","5283","彩虹英语","7-9岁",
"caihong009","复习：天气表达","5284","彩虹英语","7-9岁",
"caihong010","她在看书","5285","彩虹英语","7-9岁",
"caihong011","我们在做家庭作业","5286","彩虹英语","7-9岁",
"caihong012","复习：现在进行时陈述句","5287","彩虹英语","7-9岁",
"caihong013","你准备好去野营了吗？","5288","彩虹英语","7-9岁",
"caihong014","Chris在游泳吗？","5289","彩虹英语","7-9岁",
"caihong015","复习：现在进行时一般疑问句","5290","彩虹英语","7-9岁",
"caihong016","我在打乒乓球","5291","彩虹英语","7-9岁",
"caihong017","他们在做什么？","5292","彩虹英语","7-9岁",
"caihong018","复习：现在进行时特殊疑问句","5293","彩虹英语","7-9岁",
"caihong019","你周末做什么？","5294","彩虹英语","7-9岁",
"caihong020","我周末去爬山","5295","彩虹英语","7-9岁",
"caihong021","复习：一般现在时与现在进行时","5296","彩虹英语","7-9岁",
"caihong022","欢迎来到圣诞老人的玩具工厂","5297","彩虹英语","7-9岁",
"caihong023","圣诞前夜","5298","彩虹英语","7-9岁",
"caihong024","复习：谈论圣诞节","5299","彩虹英语","7-9岁",
"caihong025","晚餐时间","5300","彩虹英语","7-9岁",
"caihong026","晚餐吃什么？","5301","彩虹英语","7-9岁",
"caihong027","复习：谈论晚餐","5302","彩虹英语","7-9岁",
"caihong028","月球之旅（1）","5303","彩虹英语","7-9岁",
"caihong029","月球之旅（2）","5304","彩虹英语","7-9岁",
"caihong030","复习：感叹句","5305","彩虹英语","7-9岁",
"caihong031","世界派对之风土人情","5306","彩虹英语","7-9岁",
"caihong032","世界派对之绝味美食","5307","彩虹英语","7-9岁",
"caihong033","复习：环球之旅","5308","彩虹英语","7-9岁",
"caihong034","不同国家的天气（1）","5309","彩虹英语","7-9岁",
"caihong035","不同国家的天气（2）","5310","彩虹英语","7-9岁",
"caihong036","复习：谈论天气","5311","彩虹英语","7-9岁",
"caihong037","心情如何（1）","5312","彩虹英语","7-9岁",
"caihong038","心情如何（2）","5313","彩虹英语","7-9岁",
"caihong039","复习：描述心情","5314","彩虹英语","7-9岁",
"caihong040","你的爱好是什么（1）","5315","彩虹英语","7-9岁",
"caihong041","你的爱好是什么（2）","5316","彩虹英语","7-9岁",
"caihong042","复习:表达兴趣爱好","5317","彩虹英语","7-9岁",
"caihong043","我喜欢看电影","5318","彩虹英语","7-9岁",
"caihong044","我们去看马戏团表演","5319","彩虹英语","7-9岁",
"caihong045","复习：表达喜恶","5320","彩虹英语","7-9岁",
"caihong046","校园展卖（1）","5321","彩虹英语","7-9岁",
"caihong047","校园展卖（2）","5322","彩虹英语","7-9岁",
"caihong048","复习：展卖会相关表达","5323","彩虹英语","7-9岁",
"caihong049","课堂约法三章","5324","彩虹英语","7-9岁",
"caihong050","博物馆参观规范","5325","彩虹英语","7-9岁",
"caihong051","复习：如何表达“应该”与“不应该”","5326","彩虹英语","7-9岁",
"caihong052","你的职业是什么（1）","5327","彩虹英语","7-9岁",
"caihong053","你的职业是什么（2）","5328","彩虹英语","7-9岁",
"caihong054","复习：询问职业","5329","彩虹英语","7-9岁",
"caihong055","你想要看什么电影（1）","5330","彩虹英语","7-9岁",
"caihong056","你想要看什么电影（2）","5331","彩虹英语","7-9岁",
"caihong057","复习：如何表达“想要”","5332","彩虹英语","7-9岁",
"caihong058","你能帮我吗(1)","5333","彩虹英语","7-9岁",
"caihong059","你能帮我吗(2)","5334","彩虹英语","7-9岁",
"caihong060","复习：寻求帮助","5335","彩虹英语","7-9岁",
"caihong061","到银行怎么走？","5336","彩虹英语","7-9岁",
"caihong062","到速8旅馆怎么走？","5337","彩虹英语","7-9岁",
"caihong063","复习：问路与指路","5338","彩虹英语","7-9岁",
"caihong064","课堂游戏：捉迷藏","5339","彩虹英语","7-9岁",
"caihong065","皮特猪在哪里？","5340","彩虹英语","7-9岁",
"caihong066","复习：如何描述位置","5341","彩虹英语","7-9岁",
"caihong067","总复习：谈论宠物、课程与天气","5342","彩虹英语","7-9岁",
"caihong068","总复习：现在进行时 ","5343","彩虹英语","7-9岁",
"caihong069","总复习：一般现在时与现在进行时","5344","彩虹英语","7-9岁",
"caihong070","总复习：表达“想要”及询问职业","5345","彩虹英语","7-9岁",
"caihong071","总复习：询问价格、请求帮助与问路指路","5346","彩虹英语","7-9岁",
"caihong072","总复习：谈论爱好、描述位置与讲明规矩","5347","彩虹英语","7-9岁",
"caihong073","欢迎来到我家","5348","彩虹英语","7-9岁",
"caihong074","我的书在哪里？","5349","彩虹英语","7-9岁",
"caihong075","复习：there be 句式","5350","彩虹英语","7-9岁",
"caihong076","欢迎来到自然公园（1）","5351","彩虹英语","7-9岁",
"caihong077","欢迎来到自然公园（2）","5352","彩虹英语","7-9岁",
"caihong078","复习：主系表结构","5353","彩虹英语","7-9岁",
"caihong079","我的朋友们（1）","5354","彩虹英语","7-9岁",
"caihong080","我的朋友们（2）","5355","彩虹英语","7-9岁",
"caihong081","复习：描述人物外貌与性格","5356","彩虹英语","7-9岁",
"caihong082","我的笔友（1）","5357","彩虹英语","7-9岁",
"caihong083","我的笔友（2） ","5358","彩虹英语","7-9岁",
"caihong084","复习：描述个人情况与个性特点","5359","彩虹英语","7-9岁",
"caihong085","来坐我的时光机（1）","5360","彩虹英语","7-9岁",
"caihong086","来坐我的时光机（2）","5361","彩虹英语","7-9岁",
"caihong087","复习：时间表达法","5362","彩虹英语","7-9岁",
"caihong088","寻宝之旅（1）","5363","彩虹英语","7-9岁",
"caihong089","寻宝之旅（2）","5364","彩虹英语","7-9岁",
"caihong090","复习：情态动词can表示请求","5365","彩虹英语","7-9岁",
"caihong091","购物（1）","5366","彩虹英语","7-9岁",
"caihong092","购物（2） ","5367","彩虹英语","7-9岁",
"caihong093","复习：购物相关表达","5368","彩虹英语","7-9岁",
"caihong094","节日（1）","5369","彩虹英语","7-9岁",
"caihong095","节日（2）","5370","彩虹英语","7-9岁",
"caihong096","复习：打招呼","5371","彩虹英语","7-9岁",
"caihong097","你放学后做什么（1）","5372","彩虹英语","7-9岁",
"caihong098","你放学后做什么（2） ","5373","彩虹英语","7-9岁",
"caihong099","复习：一般将来时的陈述句","5374","彩虹英语","7-9岁",
"caihong100","谈谈你的暑假计划","5375","彩虹英语","7-9岁",
"caihong101","Chris 的生日礼物","5376","彩虹英语","7-9岁",
"caihong102","复习：一般将来时用法及一般疑问句形式","5377","彩虹英语","7-9岁",
"caihong103","你能帮我照看妹妹吗（1）","5378","彩虹英语","7-9岁",
"caihong104","你能帮我照看妹妹吗（2）","5379","彩虹英语","7-9岁",
"caihong105","复习：will用于一般将来时","5380","彩虹英语","7-9岁",
"caihong106","参观农场（1）","5381","彩虹英语","7-9岁",
"caihong107","参观农场（2）","5382","彩虹英语","7-9岁",
"caihong108","复习：一般将来时陈述句与疑问句","5383","彩虹英语","7-9岁",
"caihong109","公园游玩（1）","5384","彩虹英语","10-12岁",
"caihong110","公园游玩（2）","5385","彩虹英语","10-12岁",
"caihong111","复习：现在进行时与there be 句式","5386","彩虹英语","10-12岁",
"caihong112","帮奶奶做蛋糕","5387","彩虹英语","10-12岁",
"caihong113","听爷爷讲故事","5388","彩虹英语","10-12岁",
"caihong114","复习：动词过去式","5389","彩虹英语","10-12岁",
"caihong115","艺术博物馆（1）","5390","彩虹英语","10-12岁",
"caihong116","艺术博物馆（2）","5391","彩虹英语","10-12岁",
"caihong117","复习：一般过去时","5392","彩虹英语","10-12岁",
"caihong118","明天要过周末了","5393","彩虹英语","10-12岁",
"caihong119","明天你想去游泳吗？","5394","彩虹英语","10-12岁",
"caihong120","复习：一般将来时","5395","彩虹英语","10-12岁",
"caihong121","参观动物园（1）","5396","彩虹英语","10-12岁",
"caihong122","参观动物园（2）","5397","彩虹英语","10-12岁",
"caihong123","复习：描述过去的事情","5398","彩虹英语","10-12岁",
"caihong124","夏威夷之旅（1）","5399","彩虹英语","10-12岁",
"caihong125","夏威夷之旅（2）","5400","彩虹英语","10-12岁",
"caihong126","复习：一般疑问句与特殊疑问句的过去时态","5401","彩虹英语","10-12岁",
"caihong127","超级英雄（1）","5402","彩虹英语","10-12岁",
"caihong128","超级英雄（2）","5403","彩虹英语","10-12岁",
"caihong129","复习：动词过去式","5404","彩虹英语","10-12岁",
"caihong130","三只小猪（1）","5405","彩虹英语","10-12岁",
"caihong131","三只小猪（2）","5406","彩虹英语","10-12岁",
"caihong132","复习：动词过去式变位规则","5407","彩虹英语","10-12岁",
"caihong133","谈论新闻","5408","彩虹英语","10-12岁",
"caihong134","播报新闻","5409","彩虹英语","10-12岁",
"caihong135","复习：讲述过去发生的事件","5410","彩虹英语","10-12岁",
"caihong136","Matthew摔伤了","5411","彩虹英语","10-12岁",
"caihong137","William打碎了花瓶","5412","彩虹英语","10-12岁",
"caihong138","复习：讲述发生的意外事件","5413","彩虹英语","10-12岁",
"caihong139","孩子们生病了（1）","5414","彩虹英语","10-12岁",
"caihong140","孩子们生病了（2）","5415","彩虹英语","10-12岁",
"caihong141","复习：描述身体不适","5416","彩虹英语","10-12岁",
"caihong142","运动会（1）","5417","彩虹英语","10-12岁",
"caihong143","运动会（2）","5418","彩虹英语","10-12岁",
"caihong144","复习：运动会情况","5419","彩虹英语","10-12岁",
"caihong145","孩子们在花园里（1）","5420","彩虹英语","10-12岁",
"caihong146","孩子们在花园里（2）","5421","彩虹英语","10-12岁",
"caihong147","复习：讲述孩子们在花园里的劳动","5422","彩虹英语","10-12岁",
"caihong148","仙女的新年礼物（1）","5423","彩虹英语","10-12岁",
"caihong149","仙女的新年礼物（2）","5424","彩虹英语","10-12岁",
"caihong150","复习：讲述孩子们的新年演出","5425","彩虹英语","10-12岁",
"caihong151","我看到猫王了（1）","5426","彩虹英语","10-12岁",
"caihong152","我看到猫王了（2）","5427","彩虹英语","10-12岁",
"caihong153","复习：讲述猫王的故事","5428","彩虹英语","10-12岁",
"caihong154","发明家（1）","5429","彩虹英语","10-12岁",
"caihong155","发明家（2）","5430","彩虹英语","10-12岁",
"caihong156","复习：讲述孩子们与发明家的奇遇","5431","彩虹英语","10-12岁",
"caihong157","我收到一封邮件","5432","彩虹英语","10-12岁",
"caihong158","和我的朋友网聊 ","5433","彩虹英语","10-12岁",
"caihong159","复习：直接引语与间接引语","5434","彩虹英语","10-12岁",
"caihong160","校园音乐会（1）","5435","彩虹英语","10-12岁",
"caihong161","校园音乐会（2）","5436","彩虹英语","10-12岁",
"caihong162","复习：间接引语过去式","5437","彩虹英语","10-12岁",
"caihong163","学做杯形蛋糕（1）","5438","彩虹英语","10-12岁",
"caihong164","学做杯形蛋糕（2）","5439","彩虹英语","10-12岁",
"caihong165","复习：祈使句","5440","彩虹英语","10-12岁",
"caihong166","我们的新家（1）","5441","彩虹英语","10-12岁",
"caihong167","我们的新家（2）","5442","彩虹英语","10-12岁",
"caihong168","复习：物主代词","5443","彩虹英语","10-12岁",
"caihong169","睡前的童话故事","5444","彩虹英语","10-12岁",
"caihong170","我做了一个梦","5445","彩虹英语","10-12岁",
"caihong171","复习：讲述童话故事","5446","彩虹英语","10-12岁",
"caihong172","令人惊喜的生日派对（1）","5447","彩虹英语","10-12岁",
"caihong173","令人惊喜的生日派对（2） ","5448","彩虹英语","10-12岁",
"caihong174","复习：月份与日期表达","5449","彩虹英语","10-12岁",
"caihong175","总复习：there be 句式与一般过去时","5450","彩虹英语","10-12岁",
"caihong176","总复习：一般过去时、一般现在时与一般将来时（1）","5451","彩虹英语","10-12岁",
"caihong177","总复习：一般过去时、一般现在时与一般将来时（2）","5452","彩虹英语","10-12岁",
"caihong178","总复习：一般过去时与间接引语","5453","彩虹英语","10-12岁",
"caihong179","总复习：祈使句、物主代词与序数词","5454","彩虹英语","10-12岁",
"caihong180","总复习：一般过去时、一般现在时与序数词","5455","彩虹英语","10-12岁",
"caihong181","体育课上（1）","5456","彩虹英语","10-12岁",
"caihong182","体育课上（2）","5457","彩虹英语","10-12岁",
"caihong183","复习：单音节形容词比较级与最高级","5458","彩虹英语","10-12岁",
"caihong184","野生动物园之旅(1)","5459","彩虹英语","10-12岁",
"caihong185","野生动物园之旅(2)","5460","彩虹英语","10-12岁",
"caihong186","复习：单音节形容词比较级与最高级用法","5461","彩虹英语","10-12岁",
"caihong187","世界纪录（1）","5462","彩虹英语","10-12岁",
"caihong188","世界纪录（2）","5463","彩虹英语","10-12岁",
"caihong189","复习：单音节形容词最高级","5464","彩虹英语","10-12岁",
"caihong190","农贸市场（1）","5465","彩虹英语","10-12岁",
"caihong191","农贸市场（2）","5466","彩虹英语","10-12岁",
"caihong192","复习：形容词比较级与最高级变化规则","5467","彩虹英语","10-12岁",
"caihong193","闻名于世的地标（1）","5468","彩虹英语","10-12岁",
"caihong194","闻名于世的地标（2）","5469","彩虹英语","10-12岁",
"caihong195","复习：讲述环球之旅","5470","彩虹英语","10-12岁",
"caihong196","欢迎来到总统之家（1）","5471","彩虹英语","10-12岁",
"caihong197","欢迎来到总统之家（2）","5472","彩虹英语","10-12岁",
"caihong198","复习：讲述白宫之旅","5473","彩虹英语","10-12岁",
"caihong199","罗宾汉的故事（1）","5474","彩虹英语","10-12岁",
"caihong200","罗宾汉的故事（2）","5475","彩虹英语","10-12岁",
"caihong201","复习：讲述罗宾汉的故事","5476","彩虹英语","10-12岁",
"caihong202","我最喜欢的书（1）","5477","彩虹英语","10-12岁",
"caihong203","我最喜欢的书（2）","5478","彩虹英语","10-12岁",
"caihong204","复习：孩子们喜欢的书","5479","彩虹英语","10-12岁",
